40.43510	76.91615	30.97817	72.48930	77.46367	
87.83600	53.81370	93.51400	96.51223	41.73308	
61.69940	39.98650	27.62700	92.61838	71.81830	
62.95250	60.05578	10.77127	87.29726	50.15000	
88.18980	29.67761	87.67930	47.81721	32.50391	
93.97944	69.54300	52.09100	 4.22881	24.37865	
16.94933	18.71100	 5.84483	27.95444	54.66398	
54.25992	72.20670	90.91596	60.90321	46.31644	
78.25868	66.83279	 3.76141	73.95670	31.99840	
86.79592	40.56000	43.91230	57.70734	40.80910	
 9.30936	95.15712	65.44000	22.57000	14.48900	
 4.65965	77.64621	42.77852	31.13106	28.58407	
68.91840	70.51912	17.21910	15.69000	71.42545	
26.57755	87.92240	77.74421	61.52370	89.47991	
27.58115	 4.80517	72.09769	51.03342	87.35300	
63.24240	90.02450	34.38797	54.99295	 0.83805	
75.75700	57.18105	63.93550	15.10300	11.30873	
67.82100	85.56293	82.63154	91.24300	19.81070	
41.37606	39.80450	30.97095	92.38192	50.54664	
71.42309	92.01156	29.31900	84.38900	61.40700	
26.27600	59.92800	44.10970	60.94112	88.82041	
 0.70532	70.64254	72.71531	53.27956	17.56455	
69.36369	38.86907	74.55931	61.12931	88.49750	
57.29500	10.80678	58.40336	99.29743	73.33592	
 8.40350	79.48257	12.48200	89.13598	46.63287	
82.18800	13.69120	56.64823	19.18561	72.54460	
34.17500	37.77350	57.02565	76.63600	66.35688	
85.67940	84.64537	51.34860	74.26907	10.83381	
92.04608	65.29401	73.83323	29.43023	81.62860	
12.08427	67.36696	15.90700	86.92480	41.29181	
70.93760	 2.78331	62.16605	16.57700	81.34226	
30.60084	43.51021	26.27670	21.70442	66.03200	
15.33470	40.69750	66.66359	20.17449	98.65800	
 4.81860	29.94420	18.70950	58.26700	59.63303	
24.56010	39.45770	27.88600	16.46200	96.29300	
86.37169	89.68704	65.25319	25.57730	 6.64770	
95.96395	22.90380	11.03400	17.23075	81.13320	
73.95830	41.93560	52.68415	86.01768	53.87062	
57.68180	86.93541	24.69678	24.46006	26.16400	
30.34100	80.65361	23.76981	44.40303	81.08330	
72.93928	15.95313	63.95052	12.61566	57.40713	
 3.90260	67.17400	90.38416	98.87550	43.31063	
22.51200	20.26607	26.19099	89.35587	37.94947	
99.85500	56.73046	71.25043	 6.53473	92.04240	
81.65251	65.72706	53.54509	74.80600	92.84540	
59.81128	93.92594	39.66918	32.60160	42.21870	
56.66152	68.81723	36.70866	41.81220	33.41067	
49.25037	20.13184	59.99365	54.06536	89.66403	
31.14433	16.93860	 5.35040	 2.81888	92.95677	
84.39309	71.02191	 0.08402	81.26288	92.27980	
50.40400	 7.24532	68.97048	94.21847	72.31112	
77.21570	41.57800	84.80721	97.17600	46.08116	
23.68149	77.89949	11.41887	60.44300	 2.21612	
84.08200	24.47846	 0.45899	52.84087	57.47156	
 1.14937	90.96750	11.55833	88.94853	64.61440	
20.45583	60.71400	29.56803	49.90580	21.15000	
48.17319	27.71557	71.23458	73.65070	54.22058	
25.83411	51.70528	67.05232	70.18000	33.29910	
88.45130	11.21483	22.39251	20.11307	12.38826	
54.02892	 9.45198	71.32811	87.62750	74.84452	
97.40600	63.90143	71.73900	 0.30693	 3.61645	
82.29050	56.89500	40.13800	 9.39865	54.35442	
29.29400	87.45500	97.63798	69.38394	13.62250	
95.33550	43.30050	19.80813	62.52170	28.95781	
89.63456	70.55400	93.45680	55.48392	38.03900	
59.91582	24.46617	60.82173	77.24913	 5.93010	
28.18000	47.47045	37.99292	61.13800	49.21988	
18.19979	63.79900	59.79664	53.04100	 8.29627	
 8.61410	55.44689	15.43678	64.32615	83.55716	
25.80684	 5.54843	89.05008	26.45648	54.58792	
 1.50970	91.72231	41.27064	77.41254	36.39540	
79.59084	21.81575	 8.88878	77.61900	30.73300	
74.57172	87.81565	85.67600	85.35060	55.77881	
88.99630	31.37490	 0.73403	27.76247	91.40402	
83.25404	70.57853	37.66009	45.53900	18.04320	
10.14660	58.36900	46.89624	66.22070	55.67574	
10.18343	71.72404	43.20800	99.03100	 0.39565	
 5.55663	66.82669	36.56120	67.03000	17.17920	
96.71600	65.64542	33.97600	53.08400	74.11824	
69.13513	41.91752	12.42141	79.25578	51.05400	
38.48740	85.37000	80.05000	36.69360	81.83380	
46.94646	19.45568	11.91119	88.68390	91.63300	
51.34089	51.01730	36.09460	15.66243	19.33472	
23.80232	98.74237	78.11700	 9.98270	69.73420	
31.61150	47.57690	45.04039	79.17900	18.27121	
37.13770	10.18066	14.45651	17.18637	45.15348	
75.68528	34.69551	 6.08677	95.79700	99.72931	
65.28800	80.74548	26.70200	84.74600	82.59476	
31.94003	27.63890	77.18720	23.51000	 9.43407	
46.42143	45.68600	27.81790	95.35833	23.63800	
11.99970	10.01618	36.28055	51.02173	53.81610	
20.15570	40.91692	92.68600	 1.38717	16.01567	
 4.52494	 6.93372	92.80318	15.72094	46.45144	
18.96029	33.54503	39.68070	48.05118	67.97502	
54.57296	45.54430	73.67490	61.43100	27.46416	
45.75400	56.78830	14.88690	 7.49700	38.76920	
77.18086	19.61410	10.38023	58.96400	51.83600	
76.34653	54.77703	59.10928	67.82917	 3.46348	
98.58500	29.38470	72.15300	16.58200	22.34917	
77.96191	72.94500	 5.29803	73.59900	66.99300	
