 55.37378774,  00069.277076,00088.71644,   0060.008,001.4013652
    0075.4497,    000014.52, 000045.416,     097.0529,      000077.0741
      0018.03062,   019.739999,    0030.254,0062.114368,     27.524407
  22.4768478,0000033.112,  0000086.0427,6.87347532, 0071.0402388
70.56343,     9.559561748,01.187182936,     057.541511,  000019.5313
00016.70898, 000060.9716, 074.91249, 0000006.1966, 0094.426
   043.812422,  000097.2787,  026.7216475,    98.13480126,     00052.4663
00000082.936,    1.189055083,     042.3374988,  84.96235,000000083.77
   00048.6708,      64.872085,  000057.485,   093.8995841, 0071.1126344
    0034.085097, 0005.82092,     37.13343,0070.5872,     00069.295
     72.59222453,    0047.08144,      27.59359465,   00066.416063,      27.9822426
   0057.73587,    52.256475,    53.0757441,000034.17906,    0000014.2641
04.12459847,      051.197659,0095.652, 68.5273658,    00068.9684
 029.3742592,   00060.8602, 34.2492742,96.304129,  00027.992
 52.114879,     000060.323,  58.1690123,000055.2501,      45.0009349
    036.00878778,    5.0131566,   97.05603683,   20.3173178, 00002.180227
011.174191,   00078.571204,      0031.3286, 14.95559104,      00031.16
12.8280731, 01.724573895, 18.40517,     64.21442,     0029.98422
 58.10025,28.507919,  53.36167419,      000020.0065,     45.344039
   000057.87422,      0000096.504,  08.5175432,      0000071.643,   95.6622187
  33.658191,00088.682488,00091.531,      0000072.8712,      8.791711092
     000032.9494,0084.8689,    21.253137,  00063.9515, 0000021.361
     057.031356,    2.5069797, 000045.699,  06.7222295,    00034.58551
   00026.12138,   16.84269159,    00000076.772,   48.3075228,   086.5975129
    063.0663,      0000049.279,     0018.1026116,    58.8691732,   0000020.1873
    20.5697929,    024.350166,00032.226,  48.2663697,      00000055.689
   00075.12603,    083.802513,    78.0390189,   000061.3501,      00031.290847
34.00342778,      0000078.505,      085.1629,    043.2641,  082.1859
 00000021.854, 4.294915727,      096.7547,     079.665817,     000046.3732
075.70735761,     0093.1195271,  002.35966826,    00000050.059,   0047.277
0093.890165,000088.163,     48.18399973,    45.2627931,     00069.9009
 000019.88026,    0077.2040082,003.25454,      00000066.369,06.219371
  0014.521,  78.61462357,      0000032.6175,52.0946389, 0040.79997
    31.84864709,      00029.421,  8.186125,   0000087.25,     000000026.81
 00000.253488,      0037.9699,     000026.72573,   2.609282767,      00000084.439
     00004.40674,     86.08823272,      047.3304782,     0059.01335,    16.47645323
   0013.1696988,      00081.172779,  75.2274082,  68.112851,  038.2470429
      0037.169,    0037.4573111,0009.0141,      97.9995761,      00023.443
